threshold,accuracy,precision,recall,specificity,f1,f2,roc_auc,true_positive,false_positive,true_negative,false_negative
0.28,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.29,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.3,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.31,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.32,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.33,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.34,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.35,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.36,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.37,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.38,0.875,0.8,1.0,0.75,0.8888888888888888,0.9523809523809523,0.9513888888888888,24.0,6.0,18.0,0.0
0.39,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.4,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.41,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.42,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.43,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.44,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.45,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.46,0.8541666666666666,0.7931034482758621,0.9583333333333334,0.75,0.8679245283018868,0.92,0.9513888888888888,23.0,6.0,18.0,1.0
0.47,0.875,0.8214285714285714,0.9583333333333334,0.7916666666666666,0.8846153846153846,0.9274193548387096,0.9513888888888888,23.0,5.0,19.0,1.0
0.48,0.875,0.8214285714285714,0.9583333333333334,0.7916666666666666,0.8846153846153846,0.9274193548387096,0.9513888888888888,23.0,5.0,19.0,1.0
0.49,0.8541666666666666,0.8148148148148148,0.9166666666666666,0.7916666666666666,0.8627450980392157,0.8943089430894309,0.9513888888888888,22.0,5.0,19.0,2.0
0.5,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.51,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.52,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.53,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.54,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.55,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.56,0.875,0.8461538461538461,0.9166666666666666,0.8333333333333334,0.88,0.9016393442622951,0.9513888888888888,22.0,4.0,20.0,2.0
0.57,0.8958333333333334,0.88,0.9166666666666666,0.875,0.8979591836734694,0.9090909090909091,0.9513888888888888,22.0,3.0,21.0,2.0
0.58,0.8958333333333334,0.88,0.9166666666666666,0.875,0.8979591836734694,0.9090909090909091,0.9513888888888888,22.0,3.0,21.0,2.0
0.59,0.875,0.875,0.875,0.875,0.875,0.875,0.9513888888888888,21.0,3.0,21.0,3.0
0.6,0.875,0.875,0.875,0.875,0.875,0.875,0.9513888888888888,21.0,3.0,21.0,3.0
0.61,0.875,0.875,0.875,0.875,0.875,0.875,0.9513888888888888,21.0,3.0,21.0,3.0
0.62,0.8958333333333334,0.9130434782608695,0.875,0.9166666666666666,0.8936170212765957,0.8823529411764706,0.9513888888888888,21.0,2.0,22.0,3.0
0.63,0.8958333333333334,0.9130434782608695,0.875,0.9166666666666666,0.8936170212765957,0.8823529411764706,0.9513888888888888,21.0,2.0,22.0,3.0
0.64,0.875,0.9090909090909091,0.8333333333333334,0.9166666666666666,0.8695652173913043,0.847457627118644,0.9513888888888888,20.0,2.0,22.0,4.0
0.65,0.875,0.9090909090909091,0.8333333333333334,0.9166666666666666,0.8695652173913043,0.847457627118644,0.9513888888888888,20.0,2.0,22.0,4.0
